Technology,Keywords
include high gravimetric and volumetric energy density,['include high gravimetric and volumetric energy density']
incontinence,['incontinence']
increased aircraft range,['increased aircraft range']
increased durability,['increased durability']
increased energy density,['increased energy density']
increased friction,['increased friction']
increased lethality,['increased lethality']
increased missile range,['increased missile range']
increased performance,['increased performance']
increased range,['increased range']
increased situational awareness (isa),['increased situational awareness (isa)']
increased throughput,['increased throughput']
incremental certification,['incremental certification']
incremental learning capabilities,['incremental learning capabilities']
indications &amp,['indications &amp']
individual,['individual']
indoor tracking,['indoor tracking']
industrial espionage,['industrial espionage']
industrial inspection,['industrial inspection']
inelastic,['inelastic']
inertial navigation systems (ins),['inertial navigation systems (ins)']
inexpensive,['inexpensive']
infantry lifter,['infantry lifter']
inflatable 2.4 meter ground station,['inflatable 2.4 meter ground station']
inflatable hull,['inflatable hull']
inflatable robots,['inflatable robots']
inflatable satcom terminal,['inflatable satcom terminal']
inflatable tracking antenna,['inflatable tracking antenna']
inflow model parameter identification method,['inflow model parameter identification method']
influence sweep system (uiss),['influence sweep system (uiss)']
informational value,['informational value']
information assurance,['information assurance']
information-based quality of service,['information-based quality of service']
information diffusion,['information diffusion']
information dissemination,['information dissemination']
information filter,['information filter']
information flow control,['information flow control']
information modeling,['information modeling']
information network optimization,['information network optimization']
information protocol (ip) protection,['information protocol (ip) protection']
information resilience,['information resilience']
information value models,['information value models']
information warfare,['information warfare']
informed decisions,['informed decisions']
infosec,['infosec']
infovis,['infovis']
infrare,['infrare']
infrared,['infrared']
infrared and long wavelength infrared sensors,['infrared and long wavelength infrared sensors']
infrared countermeasures (ircm),['infrared countermeasures (ircm)']
infrared diffractive optics,['infrared diffractive optics']
infrared focal plane arrays ( irfpa),['infrared focal plane arrays ( irfpa)']
infrared focal plane arrays (irfpas),['infrared focal plane arrays (irfpas)']
infrared fpa,['infrared fpa']
infrared imager,['infrared imager']
infra-red (ir),['infra-red (ir)']
infrared light emitting diode,['infrared light emitting diode']
infrared obscurants,['infrared obscurants']
infrared-obscuration,['infrared-obscuration']
infrared polarimeter,['infrared polarimeter']
infrared senors,['infrared senors']
infrared sensor attenuation,['infrared sensor attenuation']
infrared sensor cooling,['infrared sensor cooling']
infrared spectral emittance,['infrared spectral emittance']
infrared tuning,['infrared tuning']
infrared video exploitation,['infrared video exploitation']
infrastructure assessment,['infrastructure assessment']
infusion,['infusion']
ingaas photodiode,['ingaas photodiode']
ingaassb,['ingaassb']
initial disturbances for hypersonic vehicles,['initial disturbances for hypersonic vehicles']
injectable,['injectable']
injection-locking,['injection-locking']
injection optimization,['injection optimization']
injector,['injector']
injury recovery,['injury recovery']
ink jet,['ink jet']
inlet/airframe integration,['inlet/airframe integration']
inlet control,['inlet control']
inlet research,['inlet research']
inlet starting,['inlet starting']
in-line lossless data compression,['in-line lossless data compression']
innovation partner,['innovation partner']
innovation project tracker,['innovation project tracker']
innovative,['innovative']
innovative aircraft integrated electric self-start,['innovative aircraft integrated electric self-start']
innovative control effectors,['innovative control effectors']
innovative light weight pretreatment,['innovative light weight pretreatment']
innovative proprietary technologies,['innovative proprietary technologies']
innovative propulsion drive,['innovative propulsion drive']
inorganic electrochromic,['inorganic electrochromic']
inorganic stripping,['inorganic stripping']
in-process inspection,['in-process inspection']
in-process monitoring,['in-process monitoring']
input process parameter development,['input process parameter development']
input reconstruction,['input reconstruction']
in-rush,['in-rush']
insect born disease,['insect born disease']
insensitive energetics,['insensitive energetics']
insensitive explosives,['insensitive explosives']
insertion of test-object rogue circuitry by partial reconfiguration,['insertion of test-object rogue circuitry by partial reconfiguration']
in-shoe foot orthoses,['in-shoe foot orthoses']
in-shoe foot orthosis,['in-shoe foot orthosis']
in-situ coating property sensor,['in-situ coating property sensor']
in-situ crack and defect repair,['in-situ crack and defect repair']
in situ monitoring systems,['in situ monitoring systems']
in situ repair,['in situ repair']
in-situ sensor,['in-situ sensor']
in situ synthesis,['in situ synthesis']
insoluble anode,['insoluble anode']
insoluble anode.,['insoluble anode.']
instability suppression,['instability suppression']
installation energy,['installation energy']
installation time reduction,['installation time reduction']
installed antenna performance,['installed antenna performance']
instructional systems design,['instructional systems design']
instruction set simulation,['instruction set simulation']
instructor education,['instructor education']
instructor training and development,['instructor training and development']
instrument capability description,['instrument capability description']
insulating,['insulating']
insulation,['insulation']
intakes,['intakes']
integral bladed disk repair,['integral bladed disk repair']
integrally bladed rotor,['integrally bladed rotor']
integrally bladed rotors,['integrally bladed rotors']
integral ray display,['integral ray display']
integrated analog modulator,['integrated analog modulator']
integrated autonomous detection of marine mammals,['integrated autonomous detection of marine mammals']
integrated battlespace view,['integrated battlespace view']
integrated circuit reliability,['integrated circuit reliability']
integrated computational and material engineering (icme),['integrated computational and material engineering (icme)']
integrated computational materials engineering (ic,integrated computational materials engineering (ic
integrated design and analysis,['integrated design and analysis']
integrated development environment/global transportation network convergence (igc),['integrated development environment/global transportation network convergence (igc)']
integrated diagnostic sensors,['integrated diagnostic sensors']
integrated mode locked lasers,['integrated mode locked lasers']
integrated modular  avionics,['integrated modular  avionics']
integrated optic,['integrated optic']
integrated palletization assist system (ipas),['integrated palletization assist system (ipas)']
integrated photonic circuit,['integrated photonic circuit']
integrated planning tool,['integrated planning tool']
integrated power system,['integrated power system']
integrated social network decision models,['integrated social network decision models']
integrated spacecraft,['integrated spacecraft']
integrated structure and tps.,['integrated structure and tps.']
integrated vehicle health monitoring,['integrated vehicle health monitoring']
integrated verification and validation,['integrated verification and validation']
integrating sensors,['integrating sensors']
integration automation,['integration automation']
integration of disturbance environment,['integration of disturbance environment']
intellectual property,"['intellectual property', 'copyrights', 'patents', 'trademarks', 'secondary liability', 'digital rights management', 'treaties', 'database protection laws', 'hardware reverse engineering', 'soft intellectual property', 'licensing', 'software reverse engineering', 'internet governance / domain names']"
intellectual property tracking,['intellectual property tracking']
intelligence analyst,['intelligence analyst']
intelligent assistant,['intelligent assistant']
intelligent autonomy,['intelligent autonomy']
intelligent autonomy,['intelligent autonomy']
intelligent decisionsupport,['intelligent decisionsupport']
intelligent dynamic data logging,['intelligent dynamic data logging']
intelligent engine control.,['intelligent engine control.']
intelligent instructor,['intelligent instructor']
intelligent medical equipment,['intelligent medical equipment']
intel mic,['intel mic']
intensified ccd camera (iccd),['intensified ccd camera (iccd)']
intensity inhomogeneity,['intensity inhomogeneity']
interactive display techniques,['interactive display techniques']
interactive training,['interactive training']
interband lasers,['interband lasers']
intercept debris cloud,['intercept debris cloud']
interceptor communications,['interceptor communications']
interdigitated back contact,['interdigitated back contact']
interface capturing,['interface capturing']
interface connector assembly,['interface connector assembly']
interfacing,['interfacing']
interference alignment (ia),['interference alignment (ia)']
interference microscopy,['interference microscopy']
interferometric df,['interferometric df']
interferometric tracker,['interferometric tracker']
inter layer dielectric,['inter layer dielectric']
intermediate augmented reality,['intermediate augmented reality']
intermediate caliber round,['intermediate caliber round']
intermittent bandwidth resilience,['intermittent bandwidth resilience']
intermittent energy storage and control architectures,['intermittent energy storage and control architectures']
internal crowdsourcing,['internal crowdsourcing']
internal model,['internal model']
internal passages,['internal passages']
internal short circuit,['internal short circuit']
interoperability schema,['interoperability schema']
interpenetrating network,['interpenetrating network']
interphase,['interphase']
interposition,['interposition']
inter-propellant seal,['inter-propellant seal']
inter turbine burner,['inter turbine burner']
inter-turbine burner,['inter-turbine burner']
inter turbine burner gas turbine engine power generation,['inter turbine burner gas turbine engine power generation']
intoxication,['intoxication']
intra-abdominal mesh packing devices,['intra-abdominal mesh packing devices']
intracranial hemorrhage,['intracranial hemorrhage']
intra-peritoneal dialysis,['intra-peritoneal dialysis']
intruder,['intruder']
intrusion,['intrusion']
intrusion detection,['intrusion detection']
intuitive control,['intuitive control']
intuitive gui,['intuitive gui']
intuitive  holographic representations,['intuitive  holographic representations']
intuitive operation,['intuitive operation']
intuitive scenario authoring tools,['intuitive scenario authoring tools']
intuitive visualizations,['intuitive visualizations']
inverse conduction,['inverse conduction']
inversion,['inversion']
invertebrate vision,['invertebrate vision']
in vitro extracts,['in vitro extracts']
io,['io']
iodates,['iodates']
iodine gas propellant,['iodine gas propellant']
iodine molecular filter,['iodine molecular filter']
iodine (v) oxide,['iodine (v) oxide']
ion,['ion']
ionic liquid carbon fibers (ilcf),['ionic liquid carbon fibers (ilcf)']
ionic monopropellant,['ionic monopropellant']
ionization chamber,['ionization chamber']
ionogram autoscaling,['ionogram autoscaling']
ionospheric pro,['ionospheric pro']
ionospheric rf scintillation,['ionospheric rf scintillation']
ionospheric scintillation,['ionospheric scintillation']
ionospheric scintillations,['ionospheric scintillations']
ions,['ions']
ion-slicing,['ion-slicing']
iot devices,['iot devices']
ip583,['ip583']
ipads,['ipads']
ip protection,['ip protection']
ips,['ips']
ir decoy,['ir decoy']
irem,['irem']
ir focal plane arrays,['ir focal plane arrays']
ir-fpa,['ir-fpa']
ir imagery,['ir imagery']
iris,['iris']
ir led,['ir led']
ir microscope.,['ir microscope.']
ir scene generation,['ir scene generation']
ir scene projection,['ir scene projection']
irs gimbal,['irs gimbal']
irsp,['irsp']
irst gimbal,['irst gimbal']
ir supercontinuum,['ir supercontinuum']
ir transparent.,['ir transparent.']
iru,['iru']
isabel,['isabel']
isochoric cryopreservation,['isochoric cryopreservation']
isogeometric analysis,['isogeometric analysis']
isogrid,['isogrid']
isolated floor,['isolated floor']
isolation airlock,['isolation airlock']
isolation/protection/radiation shielding (see also mechanical systems),['isolation/protection/radiation shielding (see also mechanical systems)']
isoprene,['isoprene']
iso shelter packaging,['iso shelter packaging']
isr sensors,['isr sensors']
isr uav,['isr uav']
ite,['ite']
iterative,['iterative']
it infrastructure,['it infrastructure']
ito repair,['ito repair']
ito replacement,['ito replacement']
it support,['it support']
ivt,['ivt']
ivysys,['ivysys']
jammer emulator,['jammer emulator']
jamming/spoofing mitigation,['jamming/spoofing mitigation']
java,['java']
java analysis,['java analysis']
javascript analysis,['javascript analysis']
javascript rest,['javascript rest']
jca,['jca']
jecets,['jecets']
jentek,['jentek']
jet impingement oven,['jet impingement oven']
jet noise,['jet noise']
jet vane,['jet vane']
jhsv,['jhsv']
jiff burner,['jiff burner']
jlcctc,['jlcctc']
jmic,['jmic']
joap,['joap']
job task inventory,['job task inventory']
joint,['joint']
joint capabilities integration and development system (jcids),['joint capabilities integration and development system (jcids)']
joint common architecture,['joint common architecture']
joint decision and estimation.,['joint decision and estimation.']
joint dislocation,['joint dislocation']
joint high speed vessel (jhsv),['joint high speed vessel (jhsv)']
joint inference,['joint inference']
joint learning,['joint learning']
joint oil analysis program (joap),['joint oil analysis program (joap)']
joint sonobuoy and target estimation,['joint sonobuoy and target estimation']
joint source-channel coding,['joint source-channel coding']
jopes,['jopes']
jp-5 fuel.,['jp-5 fuel.']
jp-5/jp-8/df2/diesel fuels,['jp-5/jp-8/df2/diesel fuels']
jp-8 burner,['jp-8 burner']
j/s,['j/s']
jspoc mission system (jms),['jspoc mission system (jms)']
just-in-time blood delivery,['just-in-time blood delivery']
ka-band flat panel antenna,['ka-band flat panel antenna']
ka-band hardware system.,['ka-band hardware system.']
ka band testing,['ka band testing']
kalman,['kalman']
kassper,['kassper']
kasssper,['kasssper']
kazerooni,['kazerooni']
keel-rollers,['keel-rollers']
keep alive,['keep alive']
kei,['kei']
kenya,['kenya']
kernel integrity,['kernel integrity']
kerosene,['kerosene']
kerr effect,['kerr effect']
key performance indicators,['key performance indicators']
key-point detection,['key-point detection']
key words:  atom trapping and cooling,['key words:  atom trapping and cooling']
keywords: blackbody,['keywords: blackbody']
key words: photodiode,['key words: photodiode']
k factors,['k factors']
kill assessment,['kill assessment']
kill vehicle structures,['kill vehicle structures']
kinematic-deployable,['kinematic-deployable']
kinetic cyber comparison,['kinetic cyber comparison']
kinetic decomposition,['kinetic decomposition']
kinetic mechanism,['kinetic mechanism']
kinetic vehicle,['kinetic vehicle']
knl optimization,['knl optimization']
knowledge-aided (ka),['knowledge-aided (ka)']
knowledge-aided processing,['knowledge-aided processing']
knowledge base,['knowledge base']
knowledge based reasoning,['knowledge based reasoning']
knowledge base expansion,['knowledge base expansion']
knowledge base population,['knowledge base population']
knowledge capture and dissemination,['knowledge capture and dissemination']
knowledge fusion,['knowledge fusion']
knowledge libraries,['knowledge libraries']
knowledge networking,['knowledge networking']
knowledge representation,['knowledge representation']
known unknowns,['known unknowns']
kpis,['kpis']
krel,['krel']
ksaos,['ksaos']
kw-class lasers,['kw-class lasers']
l3d,['l3d']
labeling,['labeling']
lab-on-a-chip,['lab-on-a-chip']
labor saving,['labor saving']
lagrangian relaxation,['lagrangian relaxation']
lamb-wave,['lamb-wave']
laminar flow,['laminar flow']
laminate,['laminate']
laminated bus bar,['laminated bus bar']
lamination,['lamination']
lamp,['lamp']
lamp module assembly (lma),['lamp module assembly (lma)']
lamp-osd,['lamp-osd']
lan,['lan']
landing craft,['landing craft']
landing gear bushing corrosion,['landing gear bushing corrosion']
landing gear part cleaning,['landing gear part cleaning']
landing gear production,['landing gear production']
land vehicle navigation,['land vehicle navigation']
large area additive manufacturing,['large area additive manufacturing']
large caliber,['large caliber']
large data storage reduction,['large data storage reduction']
large-eddy simulation,['large-eddy simulation']
large format fpas,['large format fpas']
large heavy fuel engine,['large heavy fuel engine']
large high frequency optical bench,['large high frequency optical bench']
large optics,['large optics']
large-scale,['large-scale']
large scale data collection,['large scale data collection']
large scale production,['large scale production']
lasar simulation,['lasar simulation']
laser 3d manufacturing,['laser 3d manufacturing']
laser absorption,['laser absorption']
laser arrays,['laser arrays']
laser-based,['laser-based']
laser-based blown powder deposition,['laser-based blown powder deposition']
laser beam,['laser beam']
laser beam combining,['laser beam combining']
laser cooling and trapping,['laser cooling and trapping']
laser damage resistance,['laser damage resistance']
laser damage threshold,['laser damage threshold']
laser dazzler,['laser dazzler']
laser diode arrays (lda),['laser diode arrays (lda)']
laser diode bar,['laser diode bar']
laser diode cooling,['laser diode cooling']
laser diode fiber coupled modules,['laser diode fiber coupled modules']
laser efficiency and medical lasers,['laser efficiency and medical lasers']
laser energy sources,['laser energy sources']
laser engagement systems,['laser engagement systems']
laser engineered net shape (lens),['laser engineered net shape (lens)']
laser environmental effects definition and reference (leedr),['laser environmental effects definition and reference (leedr)']
laser filamentation,['laser filamentation']
laser gain media,['laser gain media']
laser illuminator,['laser illuminator']
laser induce,['laser induce']
laser induced photoacoustic imaging (lipi),['laser induced photoacoustic imaging (lipi)']
laserline rejection filter,['laserline rejection filter']
laser lithography,['laser lithography']
laser micromachining,['laser micromachining']
laser module assembly,['laser module assembly']
laser navigation,['laser navigation']
laser oscillator,['laser oscillator']
laser paint strippers,['laser paint strippers']
laser pod weapons system,['laser pod weapons system']
laser polarimeter,['laser polarimeter']
laser profiling,['laser profiling']
laser propagation through turbulence,['laser propagation through turbulence']
laser-pumped-laser,['laser-pumped-laser']
laser rate constants,['laser rate constants']
laser refrigeration,['laser refrigeration']
lasers (cutting &amp,lasers (cutting &amp
laser steering mirrors,['laser steering mirrors']
laser subtractive manufacturing,['laser subtractive manufacturing']
laser tracking,['laser tracking']
laser vibrometry,['laser vibrometry']
lateral flow immunoassays (lfi),['lateral flow immunoassays (lfi)']
lateral support system,['lateral support system']
lattice constant,['lattice constant']
lattice truss,['lattice truss']
lau-61g/a wireless link,['lau-61g/a wireless link']
launch and retrieval (l&amp,launch and retrieval (l&amp
launch assist (electromagnetic,launch assist (electromagnetic
launch canisters,['launch canisters']
launcher armor,['launcher armor']
launchers,['launchers']
launch vehicle components,['launch vehicle components']
layered materials,['layered materials']
layflat hose,['layflat hose']
l-band microwave,['l-band microwave']
leader follower,['leader follower']
lead free lead acid battery,['lead free lead acid battery']
leading,['leading']
lead sulfide (pbs),['lead sulfide (pbs)']
leakage,['leakage']
lean and best commercial practices.we have built flexibility into every area of our warehouse.this is true for both our employees and our workstations.all of,['lean and best commercial practices.we have built flexibility into every area of our warehouse.this is true for both our employees and our workstations.all of']
leap ahead technology,['leap ahead technology']
learned spatial-temporal features,['learned spatial-temporal features']
led array,['led array']
leds,['leds']
legacy afterburners,['legacy afterburners']
legacy aircraft,['legacy aircraft']
legacy code modernization,['legacy code modernization']
legacy models and simulations,['legacy models and simulations']
legacy modem data converter (lmdc),['legacy modem data converter (lmdc)']
legacy platform,['legacy platform']
legacy system emulation,['legacy system emulation']
legacy systems,['legacy systems']
legible,['legible']
leg injury,['leg injury']
lens connector,['lens connector']
lense,['lense']
lens terminus,['lens terminus']
leo cubesat,['leo cubesat']
less shrinkage,['less shrinkage']
levelsets,['levelsets']
lfp,['lfp']
li/cfx-mno2 primary hybrid battery system,['li/cfx-mno2 primary hybrid battery system']
lidar/ladar,['lidar/ladar']
lidt,['lidt']
lifecycle,['lifecycle']
life-cycle cost,['life-cycle cost']
life-cycle sustainability,['life-cycle sustainability']
life raft,['life raft']
life saving,['life saving']
life-saving,['life-saving']
lifting aids,['lifting aids']
light-emitting diode (led) drivers,['light-emitting diode (led) drivers']
light emitting transistor,['light emitting transistor']
lighter,['lighter']
lighter weight low frequency high power sonar transducers,['lighter weight low frequency high power sonar transducers']
lightfield,['lightfield']
light field,['light field']
lightfield display ap,['lightfield display ap']
lighting invariance,['lighting invariance']
lightmap image,['lightmap image']
light metals,['light metals']
light pulse atom interferometer,['light pulse atom interferometer']
lights out,['lights out']
light weight .50 caliber,['light weight .50 caliber']
lightweight adhesive,['lightweight adhesive']
lightweight alloy composites,['lightweight alloy composites']
lightweight ammunition,['lightweight ammunition']
light-weight dc-dc converters,['light-weight dc-dc converters']
lightweight electric drive system,['lightweight electric drive system']
lightweight electric self-start system.,['lightweight electric self-start system.']
lightweight electromagnetic interference shielding,['lightweight electromagnetic interference shielding']
lightweight fuel cell power system,['lightweight fuel cell power system']
lightweight hybrid electric drive system,['lightweight hybrid electric drive system']
lightweight mirrors,['lightweight mirrors']
lightweight optics,['lightweight optics']
lightweight ruggedized portable computer,['lightweight ruggedized portable computer']
lightweight satcom terminal,['lightweight satcom terminal']
lightweight sensors,['lightweight sensors']
lightweight structures,['lightweight structures']
lightweight wire,['lightweight wire']
li-ion batteries,['li-ion batteries']
li ion batteries,['li ion batteries']
limbal stem cell deficiency (lscd),['limbal stem cell deficiency (lscd)']
limit-cycle oscillation,['limit-cycle oscillation']
limited bandwidth,['limited bandwidth']
linear algebra,['linear algebra']
linear amplifier,['linear amplifier']
linear discriminant analysis (lda) wavelets,['linear discriminant analysis (lda) wavelets']
linearization techniques,['linearization techniques']
linearized optimization,['linearized optimization']
linear-mode,['linear-mode']
linear mode avalanche photodiode (apd),['linear mode avalanche photodiode (apd)']
linear prediction,['linear prediction']
linear predictive filter,['linear predictive filter']
linear spray,['linear spray']
linear wake model extraction,['linear wake model extraction']
line-narrowed,['line-narrowed']
line-of-sight,['line-of-sight']
liner,['liner']
liner retrofittable,['liner retrofittable']
liners,['liners']
linewidth narrowed,['linewidth narrowed']
linkage matrix,['linkage matrix']
link and hook assembly,['link and hook assembly']
link budget,['link budget']
linking fragmente,['linking fragmente']
link quality assessment,['link quality assessment']
lipd,['lipd']
liquid ammonia,['liquid ammonia']
liquid cargo,['liquid cargo']
liquid crystal display,['liquid crystal display']
liquid crystal sensor,['liquid crystal sensor']
liquid crystal waveguide,['liquid crystal waveguide']
liquid environment,['liquid environment']
liquid fuel,['liquid fuel']
liquid hydrocarbon fuel replacement,['liquid hydrocarbon fuel replacement']
liquid monopropellant,['liquid monopropellant']
liquid rocket,['liquid rocket']
liquid rocket engine,['liquid rocket engine']
lithium-air battery,['lithium-air battery']
lithium cobalt oxide,['lithium cobalt oxide']
lithium cobalt phosphate,['lithium cobalt phosphate']
lithium ion batteries,['lithium ion batteries']
lithium ion battery pack,['lithium ion battery pack']
lithium ion cells,['lithium ion cells']
lithium niobate.,['lithium niobate.']
lithium niobate&apos,['lithium niobate&apos']
lithium primary battery,['lithium primary battery']
lithium sulfur battery,['lithium sulfur battery']
lithography,['lithography']
littoral combat ships (lcs),['littoral combat ships (lcs)']
littorals,['littorals']
li/v2o5,['li/v2o5']
live fire,['live fire']
live training,['live training']
live training transformation,['live training transformation']
live virtual and constructive (lvc) training,['live virtual and constructive (lvc) training']
live virtual constructive &amp,['live virtual constructive &amp']
live virtual constructive (lvc) exercises,['live virtual constructive (lvc) exercises']
llnl,['llnl']
load bearing capability,['load bearing capability']
load pads,['load pads']
localized arc filament plasma actuators,['localized arc filament plasma actuators']
localized corrosion,['localized corrosion']
location based services,['location based services']
locos,['locos']
log,['log']
logical interface verification,['logical interface verification']
logistic fuels,['logistic fuels']
logistics common operational picture (logcop),['logistics common operational picture (logcop)']
logistics management,['logistics management']
logistics over-the-shore,['logistics over-the-shore']
lomah,['lomah']
long-acting ricin prohylactic,['long-acting ricin prohylactic']
long-activated life,['long-activated life']
long duration,['long duration']
long duration flight,['long duration flight']
long endurance unmanned aerial system (uas),['long endurance unmanned aerial system (uas)']
long endurance unmanned aircraft,['long endurance unmanned aircraft']
long-life battery,['long-life battery']
long-life thermionic cathodes,['long-life thermionic cathodes']
long-lived reliable power,['long-lived reliable power']
long-range imaging,['long-range imaging']
long range sensing,['long range sensing']
long-range unmanned flight,['long-range unmanned flight']
long rod penetrator sabots,['long rod penetrator sabots']
long serum half-life.,['long serum half-life.']
long short-term memory (lstm)  recurrent neural network (rnn),['long short-term memory (lstm)  recurrent neural network (rnn)']
long-wave infrared ( lwir),['long-wave infrared ( lwir)']
long wave ir,['long wave ir']
longwave ir,['longwave ir']
long-wave ir,['long-wave ir']
loop clamp elastomers,['loop clamp elastomers']
loseless compression,['loseless compression']
los/ins,['los/ins']
lossless and lossy compression,['lossless and lossy compression']
lossless video codec,['lossless video codec']
lo verification,['lo verification']
low battery self-discharge,['low battery self-discharge']
low bit energy,['low bit energy']
low coherence,['low coherence']
low computation,['low computation']
low conductivity composites,['low conductivity composites']
low-corrosion,['low-corrosion']
low-cost efi detonator,['low-cost efi detonator']
low-cost fsm,['low-cost fsm']
low-cost high-capacity cryocooler,['low-cost high-capacity cryocooler']
low-cost microstructural screening,['low-cost microstructural screening']
low cost qcl modules,['low cost qcl modules']
low-cost sensor suites,['low-cost sensor suites']
low cost tent fabric,['low cost tent fabric']
low dark current,['low dark current']
low dark current image sensors,['low dark current image sensors']
low dielectric loss,['low dielectric loss']
low-dissipation,['low-dissipation']
low earth orbits (leo),['low earth orbits (leo)']
lower cognitive load,['lower cognitive load']
lower extremity overuse injury (leoi),['lower extremity overuse injury (leoi)']
lower extremity prosthesis,['lower extremity prosthesis']
lower limb amputation,['lower limb amputation']
low erosion,['low erosion']
low frequency high-power transducers,['low frequency high-power transducers']
low frequency sonar,['low frequency sonar']
low ice adhesion strength,['low ice adhesion strength']
low jitter,['low jitter']
low k,['low k']
low-latency,['low-latency']
low-level hierarchical control,['low-level hierarchical control']
low light level,['low light level']
low loss combining ?,['low loss combining ?']
low manufacture cost,['low manufacture cost']
low noise.,['low noise.']
low noise camera,['low noise camera']
low-noise mixers,['low-noise mixers']
low noise mm-wave frequency synthesis,['low noise mm-wave frequency synthesis']
low noise pll.,['low noise pll.']
low-non eroding nozzles,['low-non eroding nozzles']
low observable antenna,['low observable antenna']
low observable (lo),['low observable (lo)']
low observable radome,['low observable radome']
low-power and reduced maintenance seawater reverse osmosis (swro) system,['low-power and reduced maintenance seawater reverse osmosis (swro) system']
low power cmos,['low power cmos']
low power deicing,['low power deicing']
low probability of interception and detection (lpi/lpd) communication,['low probability of interception and detection (lpi/lpd) communication']
low probability of intercept radar,['low probability of intercept radar']
low profile connector,['low profile connector']
low rate production,['low rate production']
low-rcs/low-speed target detection,['low-rcs/low-speed target detection']
low shot classification,['low shot classification']
low snr,['low snr']
low-snr radar,['low-snr radar']
low surface roughness,['low surface roughness']
low swap-c airborne hel,['low swap-c airborne hel']
low swap-c mwir,['low swap-c mwir']
low temperature.,['low temperature.']
low temperature battery charging,['low temperature battery charging']
low temperature battery performance,['low temperature battery performance']
low temperature charging,['low temperature charging']
low-temperature co-fired ceramics,['low-temperature co-fired ceramics']
low temperature spray deposition process,['low temperature spray deposition process']
low temperature thermal battery.,['low temperature thermal battery.']
low thermal conductivity,['low thermal conductivity']
low-vibration,['low-vibration']
low vision,['low vision']
low-volatile organics,['low-volatile organics']
low voltage cells,['low voltage cells']
low water use laundry,['low water use laundry']
lpi/lpd add-on,['lpi/lpd add-on']
lpso,['lpso']
lsc-2 seams,['lsc-2 seams']
ltec,['ltec']
lucky region fusion,['lucky region fusion']
lwir.,['lwir.']
lwir led,['lwir led']
lwir-lwir,['lwir-lwir']
lwir spectral imager,['lwir spectral imager']
lwwaa,['lwwaa']
lxi,['lxi']
m1 abrams,['m1 abrams']
m1 abrams turbine engine,['m1 abrams turbine engine']
m299 launcher,['m299 launcher']
m2m,['m2m']
machine,['machine']
machine-assisted,['machine-assisted']
machine condition,['machine condition']
machine health monitoring,['machine health monitoring']
machine intelligence,['machine intelligence']
machine learning algorithm,['machine learning algorithm']
machine learning/deep learning,['machine learning/deep learning']
machine learning. neural networks,['machine learning. neural networks']
machinery condition monitoring,['machinery condition monitoring']
machine to machine,['machine to machine']
machine-to-machine,['machine-to-machine']
macine to machine,['macine to machine']
macs,['macs']
macs inventory,['macs inventory']
macs temperature,['macs temperature']
magic carpet data,['magic carpet data']
maglev,['maglev']
magnesium aluminate spinel,['magnesium aluminate spinel']
magnesium nanoparticles,['magnesium nanoparticles']
magnet,['magnet']
magnetic adhesion,['magnetic adhesion']
magnetic anomaly detection.,['magnetic anomaly detection.']
magnetic anomaly detection (mad),['magnetic anomaly detection (mad)']
magnetic antenna,['magnetic antenna']
magnetic bead,['magnetic bead']
magnetic bearings,['magnetic bearings']
magnetic braking,['magnetic braking']
magnetic composite,['magnetic composite']
magnetic fields,['magnetic fields']
magnetic field sensor,['magnetic field sensor']
magnetic gradiometer,['magnetic gradiometer']
magnetic noise compensation,['magnetic noise compensation']
magnetic noise quieting,['magnetic noise quieting']
magnetics.,['magnetics.']
magnetoelectric antenna,['magnetoelectric antenna']
magnetoencephalography,['magnetoencephalography']
magneto-hydrodynamics models,['magneto-hydrodynamics models']
magneto-optic glasses,['magneto-optic glasses']
magneto-optics,['magneto-optics']
magnetoresistive,['magnetoresistive']
magnetostatic wave,['magnetostatic wave']
magnetron-sputtering,['magnetron-sputtering']
magnets,['magnets']
magnet to magnet,['magnet to magnet']
magnonics,['magnonics']
magtf planning,['magtf planning']
maintainability.,['maintainability.']
maintenance,['maintenance']
maintenance dashboard,['maintenance dashboard']
maintenance-free safety sensor.,['maintenance-free safety sensor.']
maintenance planning,['maintenance planning']
malicious circuit,['malicious circuit']
malicious system motion,['malicious system motion']
mallet,['mallet']
malware classification,['malware classification']
malware response,['malware response']
mammalian sonar,['mammalian sonar']
m &amp,['m &amp']
manageable,['manageable']
management,['management']
manet network configuration,['manet network configuration']
manets,['manets']
maneuverability,['maneuverability']
man-machine dialogue,['man-machine dialogue']
man-pack satcom terminal,['man-pack satcom terminal']
man-portable non-destructive inspection system,['man-portable non-destructive inspection system']
man-portable seater reverse osmosis (swro) purification system,['man-portable seater reverse osmosis (swro) purification system']
manpower planning,['manpower planning']
mantech,['mantech']
mantis shrimp,['mantis shrimp']
manual override,['manual override']
manufacturing,['manufacturing']
manufacturing readiness assessment,['manufacturing readiness assessment']
manufacturing technology,['manufacturing technology']
mao,['mao']
mapod,['mapod']
mapping legacy compositions,['mapping legacy compositions']
mapping without gps,['mapping without gps']
map-tk.,['map-tk.']
marburg,['marburg']
marine corps,['marine corps']
marine environment,['marine environment']
marine grade aluminum,['marine grade aluminum']
marine instructor training &amp,['marine instructor training &amp']
marine mammal detection and tracking,['marine mammal detection and tracking']
marine mammal health,['marine mammal health']
marine mammal ship strike avoidance,['marine mammal ship strike avoidance']
